text,label
솔직히 방금 엄청나게 하루가 빛나 행운이다. ,5
방금 지금 엄청 뇌가 쉬는 느낌... ,4
솔직히 이번 주 너무 세상에 실화야 ㅎㅎ ,1
방금 출근하면서 약간 질린다? ,6
왠지 오늘 말도 안 되게 끝까지 실망이야 그만해. ,2
갑자기 퇴근길에 완전 포기하고 싶어 정말?! ,3
왠지 지금 심장이 벌렁거려 정말 싫다! ,0
하필 지금 꽤 공포스러워 죽겠어! ,0
왠지 밤늦게 너무 한기가 돈다 숨고 싶어!!,0
솔직히 밤늦게 진짜 진짜 역해 극혐!! ,6
정말 이번 주 약간 흥이 난다 오늘 최고... ,5
하필 지금 밤늦게 말도 안 되게 끝까지 실망이야 말이 안 돼 ㅠㅠ ,2
왠지 너무 고요하다 좋다! ,4
진짜 아까 완전 깜짝이야 실화야! ,1
방금 요즘 낙담했어 견디기 어렵다... ,3
갑자기 퇴근길에 말도 안 되게 인생 최고야 행운이다...,5
방금 아까 엄청나게 뇌가 쉬는 느낌!! ,4
왠지 점심 먹고 완전 릴랙스됐다 나쁘지 않다... ,4
하필 지금 이번 주 말도 안 되게 역겹다 진짜?!,6
정말 이번 주 굉장히 참을 수 없어 그만해 ㅠㅠ ,2
진짜 점심 먹고 살짝 더러워 진짜! ,6
솔직히 밤늦게 진짜 소름 돋아 죽겠어! ,0
갑자기 요즘 진짜 한기가 돈다. ,0
갑자기 엄청 어이없다 환장하겠네 ㅎㅎ ,2
갑자기 아까 엄청 꼴 보기 싫다 진짜 ㅎㅎ ,6
정말 점심 먹고 굉장히 분노가 치밀어 그만해 ㅠㅠ ,2
지금 난 아까 꽤 무서워 숨고 싶어!!,0
정말 요즘 약간 심장이 벌렁거려? ,0
방금 방금 말도 안 되게 진절머리나 다시는 보기 싫어 ㅠㅠ ,6
지금 난 아까 진짜 마음이 아프다 말문이 막혀. ,3
방금 밤늦게 진짜 편안하다 그냥 이렇게 있고 싶어... ,4
진짜 지금 완전 화 나 그만해 ㅠㅠ,2
하필 지금 오늘 말도 안 되게 괜히 겁난다?,0
하필 지금 방금 꽤 믿기지 않아 무슨 일이야!! ,1
갑자기 요즘 꽤 심장이 벌렁거려 숨고 싶어!! ,0
갑자기 요즘 너무 끝까지 실망이야 어휴? ,2
나 퇴근길에 너무 속 터져 진짜로 ㅎㅎ ,2
오늘 난 퇴근길에 웃음이 난다 행운이다 ㅠㅠ ,5
나 방금 진짜 으스스해. ,0
갑자기 출근하면서 완전 이럴 수가 ㅎㅎ ,1
진짜 지금 너무 불안해 죽겠어. ,0
왠지 엄청나게 분노가 치밀어!! ,2
진짜 밤늦게 진짜 마음이 편안해.,4
방금 이번 주 완전 잔잔해?! ,4
하필 지금 퇴근길에 약간 겁나!! ,0
갑자기 엄청나게 어이없다? ,2
솔직히 요즘 살짝 짜증나!! ,2
방금 방금 굉장히 구역질 나 진짜 ㅎㅎ ,6
나 밤늦게 살짝 뇌가 쉬는 느낌 좋다 ㅠㅠ,4
지금 난 이번 주 진짜 포기하고 싶어 어떡하니?!,3
나 퇴근길에 살짝 인생 최고야 좋은 일만 가득. ,5
오늘 난 밤늦게 어이없네 진짜야 ㅎㅎ ,1
정말 퇴근길에 너무 신난다 좋은 일만 가득. ,5
왠지 방금 굉장히 가슴이 먹먹해 말문이 막혀 ㅠㅠ,3
솔직히 방금 꽤 덜덜 떨려 어떡하지... ,0
갑자기 오늘 구리다 다시는 보기 싫어. ,6
왠지 출근하면서 엄청나게 구역질 나 극혐? ,6
진짜 지금 진짜 구리다 진짜!!,6
갑자기 이번 주 너무 흥이 난다. ,5
솔직히 출근하면서 엄청 흥이 난다 완벽한 하루!! ,5
진짜 점심 먹고 말도 안 되게 안정된다 나쁘지 않다? ,4
정말 밤늦게 진짜 짜릿해 행운이다?! ,5
왠지 오늘 살짝 잔잔해 나쁘지 않다 ㅠㅠ ,4
지금 난 아까 살짝 깊은 밤이 너무 무섭다 정말 싫다?!,0
하필 지금 지금 말도 안 되게 버티기 힘들다 ㅎㅎ ,3
방금 요즘 엄청 즐겁다 오늘 최고...,5
하필 지금 아까 완전 마음이 들뜬다 좋은 일만 가득 ㅠㅠ,5
나 오늘 진짜 허전해 혼자 있고 싶어 ㅠㅠ ,3
하필 지금 지금 말도 안 되게 화 나 왜 저래... ,2
오늘 난 요즘 엄청나게 진절머리나 다시는 보기 싫어?!,6
갑자기 요즘 완전 겁나 죽겠어? ,0
정말 밤늦게 약간 설렌다 완벽한 하루!! ,5
정말 점심 먹고 진짜 겁나 미치겠네. ,0
하필 지금 아까 완전 허탈하다 견디기 어렵다?!,3
정말 지금 완전 릴랙스됐다! ,4
방금 지금 엄청나게 진짜 화난다 환장하겠네. ,2
나 점심 먹고 너무 버티기 힘들다 혼자 있고 싶어?! ,3
갑자기 밤늦게 엄청나게 마음이 잔잔해 나쁘지 않다? ,4
정말 점심 먹고 꽤 편안하다 그냥 이렇게 있고 싶어 ㅠㅠ,4
진짜 퇴근길에 굉장히 비참해 혼자 있고 싶어 ㅎㅎ ,3
솔직히 점심 먹고 완전 진짜 화난다 진짜로 ㅎㅎ,2
정말 아까 너무 완전 좋다 좋은 일만 가득.,5
하필 지금 출근하면서 살짝 믿기지 않아 무슨 일이야!! ,1
하필 지금 오늘 살짝 흥이 난다 좋은 일만 가득. ,5
오늘 난 퇴근길에 엄청나게 너무 불쾌해 진짜. ,6
갑자기 출근하면서 엄청 슬퍼 말문이 막혀... ,3
하필 지금 퇴근길에 꽤 뿌듯하다 좋은 일만 가득. ,5
갑자기 지금 엄청나게 즐겁다 행운이다. ,5
나 오늘 하루가 빛나 오늘 최고?! ,5
하필 지금 아까 완전 짜릿해 ㅎㅎ ,5
오늘 난 출근하면서 엄청나게 믿기지 않아 ㅠㅠ ,1
진짜 요즘 약간 덜덜 떨려 미치겠네 ㅎㅎ ,0
왠지 지금 굉장히 악몽 꿨어 미치겠네! ,0
갑자기 이번 주 완전 우울해... ,3
지금 난 퇴근길에 꽤 울컥한다 견디기 어렵다 ㅠㅠ ,3
오늘 난 출근하면서 말도 안 되게 징그러워 다시는 보기 싫어? ,6
오늘 난 지금 심장이 벌렁거려 어떡하지!! ,0
하필 지금 출근하면서 성질 난다 그만해 ㅠㅠ ,2
솔직히 아까 붕괴 직전... ,2
하필 지금 이번 주 엄청 빡친다 ㅎㅎ ,2
왠지 아까 굉장히 으스스해 숨고 싶어. ,0
왠지 이번 주 완전 진짜 화난다 어휴 ㅎㅎ ,2
솔직히 오늘 약간 어메이징하다 실화야!!,1
왠지 요즘 말도 안 되게 공포스러워 미치겠네?! ,0
오늘 난 퇴근길에 완전 빡친다 왜 저래 ㅎㅎ ,2
갑자기 점심 먹고 엄청 성질 난다!! ,2
오늘 난 오늘 너무 느긋해 나쁘지 않다. ,4
하필 지금 점심 먹고 살짝 헐 내가 방금 본 게 맞아... ,1
지금 난 아까 엄청 열받아 그만해! ,2
갑자기 방금 굉장히 으스스해 죽겠어... ,0
솔직히 아까 엄청 참을 수 없어 진짜로?! ,2
진짜 밤늦게 너무 우울해 어떡하니!!,3
솔직히 지금 속 터져 왜 저래... ,2
진짜 요즘 엄청나게 한기가 돈다 숨고 싶어 ㅎㅎ,0
하필 지금 출근하면서 진짜 질린다 진짜 ㅠㅠ ,6
하필 지금 밤늦게 꽤 이게 말이 돼 내가 방금 본 게 맞아?,1
솔직히 퇴근길에 꽤 믿기지 않아 진짜야... ,1
정말 요즘 약간 두렵다 미치겠네 ㅠㅠ ,0
솔직히 아까 약간 끝까지 실망이야 왜 저래? ,2
방금 점심 먹고 말도 안 되게 비참해 말문이 막혀. ,3
하필 지금 퇴근길에 진짜 마음이 아프다 어떡하니. ,3
지금 난 지금 약간 혐오스러워 다시는 보기 싫어!!,6
하필 지금 점심 먹고 살짝 날아갈 것 같아 완벽한 하루 ㅠㅠ ,5
나 점심 먹고 굉장히 짜증나?,2
오늘 난 밤늦게 굉장히 속 터져 어휴. ,2
솔직히 방금 완전 와 진짜 놀람! ,1
갑자기 아까 엄청 무서워 어떡하지?! ,0
왠지 살짝 뿌듯하다 행운이다? ,5
솔직히 아까 엄청 성질 난다 말이 안 돼. ,2
하필 지금 이번 주 짜증나 진짜로.,2
하필 지금 방금 엄청나게 확 돌아버리겠네 왜 저래. ,2
방금 이번 주 말도 안 되게 비참해 말문이 막혀 ㅎㅎ ,3
솔직히 밤늦게 살짝 믿기지 않아 실화야 ㅠㅠ ,1
정말 요즘 짜증나 그만해! ,2
정말 오늘 엄청 속상해 정말... ,3
진짜 밤늦게 엄청 기분 좋아 완벽한 하루 ㅠㅠ ,5
지금 난 요즘 말도 안 되게 어이없다 그만해 ㅠㅠ ,2
나 출근하면서 너무 낙담했어 말문이 막혀!! ,3
지금 난 밤늦게 너무 소름 돋아 정말 싫다? ,0
방금 점심 먹고 엄청 흥이 난다 완벽한 하루?! ,5
솔직히 점심 먹고 악몽 꿨어! ,0
나 퇴근길에 완전 구역질 나 다시는 보기 싫어?,6
왠지 방금 꽤 대박.,1
진짜 점심 먹고 엄청 흥이 난다 좋은 일만 가득!,5
지금 난 요즘 꽤 슬퍼 말문이 막혀 ㅎㅎ ,3
정말 방금 굉장히 편안하다.,4
갑자기 요즘 엄청나게 울컥한다 견디기 어렵다! ,3
오늘 난 밤늦게 말도 안 되게 겁나 정말 싫다 ㅠㅠ,0
방금 지금 엄청 구역질 나 제발 치워줘! ,6
정말 밤늦게 엄청 짜증나...,2
하필 지금 지금 살짝 마음이 들뜬다 행운이다 ㅎㅎ ,5
솔직히 지금 굉장히 흥이 난다 좋은 일만 가득! ,5
갑자기 퇴근길에 엄청 소름 돋는 역겨움 다시는 보기 싫어?! ,6
나 오늘 너무 열받아 왜 저래 ㅠㅠ ,2
진짜 밤늦게 말도 안 되게 붕괴 직전 ㅎㅎ ,2
진짜 방금 엄청 혐오스러워 진짜! ,6
지금 난 퇴근길에 살짝 뿌듯하다 오늘 최고?,5
왠지 방금 너무 소름 돋아 정말 싫다 ㅎㅎ ,0
오늘 난 밤늦게 너무 겁나 어떡하지 ㅎㅎ ,0
지금 난 퇴근길에 말도 안 되게 울컥한다.,3
솔직히 밤늦게 엄청나게 꼴 보기 싫다! ,6
솔직히 퇴근길에 진짜 확 돌아버리겠네 그만해?! ,2
왠지 출근하면서 징그러워. ,6
하필 지금 점심 먹고 진짜 공포스러워 어떡하지? ,0
나 이번 주 굉장히 공포스러워 도망가고 싶다! ,0
나 지금 엄청 참을 수 없어 환장하겠네! ,2
정말 이번 주 완전 믿기지 않아 실화야 ㅎㅎ ,1
정말 오늘 약간 포기하고 싶어 혼자 있고 싶어. ,3
나 밤늦게 말도 안 되게 허탈하다 혼자 있고 싶어?! ,3
하필 지금 지금 꽤 징그러워!! ,6
왠지 오늘 엄청 덜덜 떨려 도망가고 싶다?! ,0
정말 퇴근길에 엄청나게 이럴 수가 실화야 ㅎㅎ ,1
방금 오늘 진짜 마음이 잔잔해?! ,4
오늘 난 고요하다 괜찮다?!,4
갑자기 퇴근길에 한기가 돈다 어떡하지?,0
솔직히 밤늦게 엄청 잔잔해 좋다?!,4
갑자기 지금 진짜 고요하다 괜찮다... ,4
왠지 출근하면서 살짝 어이없다 그만해 ㅎㅎ ,2
정말 아까 살짝 상상도 못했네 ㅎㅎ ,1
지금 난 점심 먹고 진짜 와 진짜 놀람 진짜야 ㅠㅠ ,1
방금 이번 주 엄청 낙담했어 견디기 어렵다... ,3
갑자기 점심 먹고 엄청 가슴이 먹먹해 말문이 막혀. ,3
오늘 난 지금 살짝 비위 상해 진짜... ,6
솔직히 점심 먹고 굉장히 낙담했어 혼자 있고 싶어... ,3
정말 밤늦게 엄청나게 빡친다 진짜로?,2
진짜 지금 살짝 꼴 보기 싫다 ㅠㅠ ,6
방금 굉장히 인생 최고야 행운이다?! ,5
나 요즘 살짝 안정된다 나쁘지 않다? ,4
나 출근하면서 꽤 가슴이 먹먹해... ,3
왠지 방금 엄청 진짜 화난다 환장하겠네 ㅎㅎ ,2
솔직히 방금 굉장히 소름 돋아 숨고 싶어!! ,0
나 밤늦게 꽤 한기가 돈다 정말 싫다? ,0
솔직히 밤늦게 진짜 더러워 극혐 ㅎㅎ ,6
방금 점심 먹고 성질 난다 진짜로! ,2
솔직히 출근하면서 약간 대박 진짜야? ,1
솔직히 지금 말도 안 되게 징그러워 다시는 보기 싫어! ,6
지금 난 지금 굉장히 차분해 괜찮다 ㅎㅎ ,4
지금 난 이번 주 진짜 징그러워?! ,6
솔직히 방금 꽤 행복해 오늘 최고! ,5
갑자기 이번 주 말도 안 되게 심장이 벌렁거려 어떡하지?! ,0
오늘 난 오늘 굉장히 고요하다 나쁘지 않다!!,4
솔직히 지금 엄청나게 신난다 완벽한 하루!,5
나 출근하면서 엄청 즐겁다 오늘 최고 ㅠㅠ ,5
지금 난 지금 꽤 침울하다 어떡하니?! ,3
방금 오늘 엄청나게 침울하다 정말! ,3
하필 지금 방금 약간 겁나 어떡하지!! ,0
정말 꼴 보기 싫다 진짜?!,6
방금 오늘 굉장히 릴랙스됐다 괜찮다 ㅠㅠ ,4
하필 지금 아까 살짝 질린다 극혐... ,6
진짜 지금 약간 뇌가 쉬는 느낌 나쁘지 않다 ㅠㅠ,4
방금 점심 먹고 꽤 차분해 그냥 이렇게 있고 싶어?! ,4
왠지 지금 행복해 완벽한 하루! ,5
하필 지금 점심 먹고 꽤 숨이 고른다 나쁘지 않다 ㅎㅎ ,4
왠지 밤늦게 엄청나게 와 진짜 놀람 내가 방금 본 게 맞아!! ,1
왠지 방금 완전 안정된다 그냥 이렇게 있고 싶어?,4
솔직히 퇴근길에 너무 구역질 나 ㅠㅠ ,6
지금 난 밤늦게 꽤 어메이징하다 내가 방금 본 게 맞아?,1
오늘 난 출근하면서 굉장히 질린다 다시는 보기 싫어?! ,6
오늘 난 밤늦게 살짝 한기가 돈다 죽겠어 ㅎㅎ ,0
정말 오늘 진짜 헐 ㅎㅎ,1
하필 지금 이번 주 너무 미치겠다 그만해 ㅠㅠ ,2
솔직히 출근하면서 엄청 우울해 ㅎㅎ,3
오늘 난 출근하면서 약간 설렌다 행운이다 ㅠㅠ ,5
나 요즘 말도 안 되게 속상해? ,3
오늘 난 오늘 엄청 놀랐어 진짜야!!,1
오늘 난 밤늦게 굉장히 포기하고 싶어 말문이 막혀? ,3
솔직히 요즘 약간 설렌다 행운이다?! ,5
하필 지금 방금 진짜 어이없네 실화야?! ,1
진짜 이번 주 엄청나게 설렌다 ㅎㅎ ,5
방금 밤늦게 꽤 으스스해 정말 싫다?! ,0
방금 요즘 약간 징그러워 제발 치워줘!!,6
나 이번 주 굉장히 행복해!,5
왠지 출근하면서 꽤 너무 불쾌해! ,6
하필 지금 지금 충격적이야 실화야 ㅠㅠ,1
솔직히 아까 꽤 신난다 오늘 최고!,5
하필 지금 오늘 말도 안 되게 설렌다 좋은 일만 가득!,5
지금 난 퇴근길에 너무 잔잔해 괜찮다? ,4
방금 이번 주 굉장히 충격적이야 ㅎㅎ ,1
지금 난 방금 굉장히 이게 말이 돼 내가 방금 본 게 맞아 ㅠㅠ ,1
진짜 엄청나게 충격적이야 진짜야 ㅎㅎ ,1
오늘 난 출근하면서 살짝 어이없다 어휴 ㅠㅠ,2
방금 퇴근길에 꽤 이럴 수가 내가 방금 본 게 맞아. ,1
나 이번 주 살짝 진짜 역해 다시는 보기 싫어.,6
정말 밤늦게 말도 안 되게 즐겁다 행운이다 ㅠㅠ ,5
솔직히 지금 말도 안 되게 뇌가 쉬는 느낌 그냥 이렇게 있고 싶어?! ,4
오늘 난 지금 엄청나게 으스스해. ,0
진짜 요즘 너무 느긋해 괜찮다... ,4
나 밤늦게 꽤 붕괴 직전 ㅎㅎ ,2
방금 이번 주 세상에 내가 방금 본 게 맞아?! ,1
하필 지금 아까 약간 잔잔해 괜찮다. ,4
솔직히 오늘 엄청 붕괴 직전 진짜로.,2
정말 점심 먹고 엄청나게 완전 좋다? ,5
오늘 난 요즘 너무 가슴이 먹먹해 혼자 있고 싶어!! ,3
진짜 엄청 하루가 빛나... ,5
정말 퇴근길에 완전 두렵다 어떡하지? ,0
솔직히 퇴근길에 완전 진짜 역해 진짜?! ,6
솔직히 이번 주 어이없다 환장하겠네!! ,2
정말 엄청 마음이 아프다 말문이 막혀?! ,3
나 지금 너무 악몽 꿨어? ,0
방금 지금 굉장히 어이없다 말이 안 돼! ,2
솔직히 오늘 너무 허전해. ,3
진짜 기분 좋아 행운이다. ,5
왠지 출근하면서 한기가 돈다 죽겠어 ㅠㅠ ,0
솔직히 굉장히 뜻밖이네 실화야 ㅎㅎ ,1
진짜 출근하면서 너무 구역질 나? ,6
진짜 아까 살짝 평온하다. ,4
방금 이번 주 살짝 여유롭다 그냥 이렇게 있고 싶어... ,4
갑자기 아까 엄청 웃음이 난다 좋은 일만 가득. ,5
솔직히 퇴근길에 굉장히 구리다 진짜!! ,6
하필 지금 이번 주 엄청나게 뿌듯하다 오늘 최고 ㅠㅠ ,5
지금 난 출근하면서 완전 깊은 밤이 너무 무섭다 어떡하지. ,0
정말 퇴근길에 진짜 웃음이 난다 행운이다 ㅠㅠ ,5
오늘 난 아까 약간 마음이 들뜬다 좋은 일만 가득...,5
정말 요즘 엄청나게 슬퍼 말문이 막혀!! ,3
정말 퇴근길에 완전 속상해... ,3
하필 지금 점심 먹고 엄청나게 느긋해 괜찮다?! ,4
진짜 아까 말도 안 되게 여유롭다!! ,4
진짜 출근하면서 엄청 충격적이야 내가 방금 본 게 맞아!! ,1
오늘 난 밤늦게 진짜 상상도 못했네 진짜야!! ,1
오늘 난 밤늦게 꽤 역겹다?! ,6
정말 요즘 너무 참을 수 없어 진짜로... ,2
지금 난 꽤 속 터져?! ,2
진짜 오늘 굉장히 비참해 말문이 막혀... ,3
진짜 퇴근길에 엄청나게 짜증나 어휴?! ,2
나 요즘 꽤 신난다 오늘 최고?! ,5
갑자기 이게 말이 돼 내가 방금 본 게 맞아... ,1
왠지 이번 주 너무 대박 무슨 일이야 ㅎㅎ,1
진짜 이번 주 살짝 빡친다 말이 안 돼 ㅎㅎ ,2
오늘 난 이번 주 굉장히 마음이 편안해 괜찮다! ,4
솔직히 출근하면서 굉장히 이럴 수가? ,1
나 방금 꽤 눈물 난다 말문이 막혀! ,3
왠지 점심 먹고 엄청나게 안정된다 그냥 이렇게 있고 싶어? ,4
방금 지금 살짝 악몽 꿨어 정말 싫다?! ,0
지금 난 지금 너무 분노가 치밀어 진짜로 ㅠㅠ ,2
정말 점심 먹고 엄청나게 끝까지 실망이야 진짜로. ,2
방금 아까 진짜 분노가 치밀어 말이 안 돼... ,2
왠지 이번 주 굉장히 평온하다 괜찮다!! ,4
왠지 아까 너무 너무 불쾌해 극혐 ㅎㅎ ,6
진짜 아까 진짜 깜짝이야 진짜야 ㅎㅎ ,1
정말 퇴근길에 말도 안 되게 우울해 말문이 막혀... ,3
하필 지금 지금 엄청나게 붕괴 직전 그만해 ㅎㅎ ,2
오늘 난 출근하면서 말도 안 되게 우울해 혼자 있고 싶어... ,3
정말 퇴근길에 엄청 차분해 좋다?! ,4
하필 지금 퇴근길에 굉장히 울컥한다?! ,3
방금 점심 먹고 약간 소름 돋아 미치겠네...,0
하필 지금 이번 주 꽤 화 나 환장하겠네!! ,2
나 방금 너무 하루가 빛나?,5
오늘 난 밤늦게 말도 안 되게 머리가 맑아 ㅠㅠ ,4
방금 점심 먹고 진짜 빡친다 말이 안 돼!! ,2
정말 아까 진짜 화 나. ,2
갑자기 지금 꽤 열받아!! ,2
갑자기 오늘 굉장히 행복해 ㅠㅠ ,5
지금 난 이번 주 너무 괜히 겁난다 죽겠어!!,0
나 이번 주 역겹다. ,6
솔직히 밤늦게 엄청나게 뇌가 쉬는 느낌 좋다?! ,4
갑자기 오늘 굉장히 뜻밖이네 내가 방금 본 게 맞아...,1
하필 지금 요즘 성질 난다 어휴!! ,2
나 너무 속 터져!! ,2
나 아까 너무 불안해... ,0
진짜 밤늦게 너무 참을 수 없어 어휴! ,2
방금 엄청 우울해 혼자 있고 싶어... ,3
왠지 아까 진짜 와 진짜 놀람 실화야 ㅠㅠ ,1
진짜 출근하면서 헐 내가 방금 본 게 맞아.,1
오늘 난 엄청 구리다 다시는 보기 싫어 ㅎㅎ,6
솔직히 굉장히 구역질 나 극혐 ㅠㅠ ,6
지금 난 살짝 숨이 고른다 괜찮다 ㅠㅠ,4
정말 퇴근길에 굉장히 포기하고 싶어 견디기 어렵다. ,3
솔직히 요즘 약간 완전 좋다 행운이다? ,5
진짜 방금 엄청나게 어이없다 그만해... ,2
방금 점심 먹고 진짜 편안하다. ,4
왠지 너무 날아갈 것 같아 오늘 최고 ㅠㅠ ,5
방금 지금 너무 섬뜩해 어떡하지.,0
오늘 난 아까 엄청 불안해! ,0
갑자기 점심 먹고 너무 이럴 수가 무슨 일이야!! ,1
왠지 약간 웃음이 난다 오늘 최고... ,5
나 지금 엄청나게 눈물 난다 말문이 막혀 ㅎㅎ,3
솔직히 오늘 너무 두렵다 숨고 싶어... ,0
지금 난 점심 먹고 완전 구리다 다시는 보기 싫어... ,6
정말 밤늦게 엄청나게 끝까지 실망이야 환장하겠네! ,2
하필 지금 점심 먹고 울컥한다 말문이 막혀.,3
갑자기 퇴근길에 엄청 편안하다 나쁘지 않다 ㅎㅎ ,4
왠지 밤늦게 엄청나게 버티기 힘들다 혼자 있고 싶어?! ,3
오늘 난 진짜 릴랙스됐다 좋다. ,4
왠지 요즘 무서워 죽겠어 ㅎㅎ,0
진짜 요즘 엄청나게 마음이 잔잔해 괜찮다! ,4
하필 지금 지금 말도 안 되게 여유롭다 나쁘지 않다 ㅎㅎ,4
방금 요즘 말도 안 되게 상상도 못했네. ,1
진짜 요즘 엄청나게 놀랐어 실화야! ,1
지금 난 말도 안 되게 괜히 겁난다 정말 싫다? ,0
갑자기 살짝 침울하다 혼자 있고 싶어!!,3
하필 지금 방금 약간 확 돌아버리겠네?! ,2
오늘 난 오늘 완전 이럴 수가 내가 방금 본 게 맞아!! ,1
솔직히 엄청나게 진짜 화난다 왜 저래.,2
갑자기 이번 주 꽤 허전해. ,3
오늘 난 점심 먹고 엄청 확 돌아버리겠네 그만해!! ,2
나 엄청나게 즐겁다 행운이다... ,5
나 지금 진짜 완전 좋다 좋은 일만 가득! ,5
하필 지금 방금 말도 안 되게 이게 말이 돼?! ,1
하필 지금 진짜 두렵다 ㅠㅠ ,0
진짜 아까 말도 안 되게 짜릿해.,5
오늘 난 퇴근길에 엄청 붕괴 직전 말이 안 돼? ,2
방금 출근하면서 너무 마음이 들뜬다 행운이다.,5
하필 지금 말도 안 되게 마음이 편안해 괜찮다! ,4
방금 오늘 말도 안 되게 구리다 극혐!,6
나 방금 완전 놀랐어 실화야! ,1
방금 방금 엄청나게 진짜 화난다 환장하겠네?! ,2
지금 난 오늘 꽤 소름 돋는 역겨움 진짜. ,6
갑자기 출근하면서 굉장히 고요하다 나쁘지 않다 ㅠㅠ ,4
지금 난 엄청 성질 난다 진짜로? ,2
나 점심 먹고 완전 꼴 보기 싫다 다시는 보기 싫어? ,6
오늘 난 아까 속상해 말문이 막혀 ㅎㅎ ,3
갑자기 점심 먹고 살짝 참을 수 없어 어휴?,2
솔직히 오늘 말도 안 되게 평온하다?,4
진짜 굉장히 충격적이야 무슨 일이야 ㅠㅠ ,1
진짜 아까 가슴이 먹먹해 어떡하니!! ,3
갑자기 살짝 심장이 벌렁거려 숨고 싶어 ㅎㅎ ,0
오늘 난 엄청 마음이 편안해 나쁘지 않다 ㅎㅎ ,4
진짜 이번 주 엄청나게 가슴이 먹먹해 말문이 막혀. ,3
방금 요즘 엄청 헐 진짜야! ,1
왠지 이번 주 굉장히 마음이 편안해 나쁘지 않다... ,4
갑자기 출근하면서 너무 토할 것 같아... ,6
나 밤늦게 엄청나게 허전해 어떡하니 ㅎㅎ,3
왠지 요즘 진짜 역겹다 진짜? ,6
왠지 지금 말도 안 되게 소름 돋는 역겨움 다시는 보기 싫어. ,6
진짜 출근하면서 완전 고요하다 그냥 이렇게 있고 싶어?! ,4
하필 지금 아까 진짜 즐겁다 좋은 일만 가득 ㅠㅠ ,5
오늘 난 퇴근길에 굉장히 이게 말이 돼 실화야 ㅎㅎ ,1
나 지금 어이없네 내가 방금 본 게 맞아! ,1
갑자기 아까 열받아 진짜로 ㅎㅎ ,2
갑자기 아까 분노가 치밀어 말이 안 돼!!,2
나 밤늦게 약간 꼴 보기 싫다 제발 치워줘?! ,6
나 지금 꽤 비위 상해 제발 치워줘!! ,6
오늘 난 아까 진짜 안정된다 ㅠㅠ ,4
오늘 난 너무 진짜 화난다 어휴... ,2
진짜 아까 너무 분노가 치밀어 말이 안 돼?! ,2
오늘 난 오늘 말도 안 되게 성질 난다 환장하겠네?! ,2
솔직히 방금 엄청나게 소름 돋는 역겨움 진짜. ,6
갑자기 점심 먹고 어메이징하다 내가 방금 본 게 맞아... ,1
진짜 오늘 엄청 놀랐어? ,1
갑자기 아까 말도 안 되게 가슴이 먹먹해 견디기 어렵다? ,3
방금 오늘 진짜 성질 난다. ,2
방금 출근하면서 꽤 완전 좋다 완벽한 하루?!,5
하필 지금 점심 먹고 말도 안 되게 속 터져 진짜로?! ,2
갑자기 밤늦게 약간 짜증나 진짜로... ,2
나 출근하면서 진짜 역해!,6
솔직히 점심 먹고 완전 어이없네 진짜야?! ,1
정말 오늘 진짜 설렌다 좋은 일만 가득... ,5
솔직히 아까 너무 짜릿해 ㅠㅠ ,5
정말 오늘 살짝 빡친다 환장하겠네... ,2
하필 지금 점심 먹고 굉장히 열받아 어휴. ,2
솔직히 지금 확 돌아버리겠네 어휴?! ,2
나 방금 혐오스러워 극혐?! ,6
하필 지금 아까 약간 열받아 왜 저래 ㅎㅎ ,2
지금 난 방금 진짜 꼴 보기 싫다 극혐?! ,6
정말 밤늦게 엄청 낙담했어 정말. ,3
정말 밤늦게 꽤 놀랐어! ,1
갑자기 지금 너무 참을 수 없어 진짜로... ,2
나 출근하면서 엄청 어이없네 내가 방금 본 게 맞아! ,1
오늘 난 엄청 낙담했어 정말! ,3
오늘 난 요즘 살짝 행복해 완벽한 하루.,5
솔직히 점심 먹고 진짜 불안해 도망가고 싶다. ,0
지금 난 지금 굉장히 숨이 고른다 나쁘지 않다 ㅠㅠ ,4
갑자기 지금 말도 안 되게 인생 최고야 행운이다 ㅎㅎ ,5
왠지 오늘 불안해 도망가고 싶다 ㅠㅠ ,0
방금 이번 주 살짝 짜증나 그만해. ,2
정말 이번 주 꽤 뿌듯하다 좋은 일만 가득 ㅎㅎ,5
진짜 출근하면서 약간 질린다 제발 치워줘? ,6
왠지 출근하면서 진짜 허전해 어떡하니... ,3
하필 지금 방금 포기하고 싶어 혼자 있고 싶어! ,3
정말 퇴근길에 꽤 덜덜 떨려 숨고 싶어... ,0
진짜 출근하면서 꽤 허탈하다 어떡하니! ,3
왠지 퇴근길에 너무 마음이 잔잔해 좋다 ㅠㅠ ,4
하필 지금 아까 말도 안 되게 공포스러워 어떡하지!! ,0
방금 오늘 진짜 어이없다 왜 저래... ,2
왠지 이번 주 약간 상상도 못했네 무슨 일이야 ㅎㅎ ,1
왠지 점심 먹고 말도 안 되게 깊은 밤이 너무 무섭다 숨고 싶어?! ,0
오늘 난 방금 약간 차분해 나쁘지 않다! ,4
갑자기 출근하면서 완전 미치겠다 왜 저래... ,2
하필 지금 퇴근길에 놀랐어?!,1
정말 점심 먹고 굉장히 소름 돋는 역겨움! ,6
진짜 완전 빡친다 왜 저래?! ,2
방금 오늘 살짝 어이없네 내가 방금 본 게 맞아?!,1
진짜 요즘 엄청 하루가 빛나 오늘 최고!,5
진짜 약간 허전해 혼자 있고 싶어 ㅠㅠ,3
